dealer_id,brand,name,latitude,longitude,full_address,address_line_1,address_line_2,postal_code,city,country_code,phone,email,website,products,products_count
2884d82d793f41baac77dd408a413158,Smart,Hedin Automotive Amsterdam B.V.,52.31038921057459,4.934049819456669,"Klokkenbergweg 3, 1101 AK Amsterdam",Klokkenbergweg,3,1101 AK,Amsterdam,NL,+31208510851,sales@hedinautomotivelease.nl,https://nl.smart.com/nl/dealer-locator/2884d82d793f41baac77dd408a413158,"Services: 1, 3, 4",3
269d4e77835f4b6d98299ca3e382ec8c,Smart,Gomes Aalsmeer B.V.,52.26079357489199,4.7720907708903635,"Zwitserlandstraat 4, 1432 DC Aalsmeer",Zwitserlandstraat,4,1432 DC,Aalsmeer,NL,+31297324364,info@gomes.nl,https://nl.smart.com/nl/dealer-locator/269d4e77835f4b6d98299ca3e382ec8c,"Services: 1, 3, 4",3
32a0ae39be4847c3a498821f8a71d27b,Smart,Gomes Alkmaar B.V.,52.642318154634644,4.779473049473917,"Robbenkoog 2, 1822 BB Alkmaar",Robbenkoog,2,1822 BB,Alkmaar,NL,+312777777777,info@gomes.nl,https://nl.smart.com/nl/dealer-locator/32a0ae39be4847c3a498821f8a71d27b,"Services: 1, 3, 4",3
7018f7bcda0249dab6a078ddccb39d65,Smart,Hedin Automotive Nieuwegein B.V.,52.05675599,5.11196652,"Ringwade 2, 3439 LM Nieuwegein",Ringwade,2,3439 LM,Nieuwegein,NL,+31302644444,sales@hedinautomotive-lease.nl,https://nl.smart.com/nl/dealer-locator/7018f7bcda0249dab6a078ddccb39d65,"Services: 1, 3, 4",3
6d386dfac7c248cc9e54620a06c0d5bd,Smart,smart Nederland B.V.,52.05155,5.11839,"Ravenswade 4, 3439 LD Nieuwegein",Ravenswade,4,3439 LD,Nieuwegein,NL,+31308081521,smartnederland@smart.com,https://nl.smart.com/nl/dealer-locator/6d386dfac7c248cc9e54620a06c0d5bd,Services: 1,1
acab5b5de82e4b16991bf17b9c4ad770,Smart,Hedin Automotive Amersfoort B.V.,52.19687,5.39672,"Ruimtevaart 30, 3824 MX Amersfoort",Ruimtevaart,30,3824 MX,Amersfoort,NL,+31334543444,sales@hedinautomotivelease.nl,https://nl.smart.com/nl/dealer-locator/acab5b5de82e4b16991bf17b9c4ad770,"Services: 1, 3, 4",3
d2f8b28c609d4ef6b2c460a0c498195b,Smart,AGAM B.V.,52.06891111749354,4.3877687279161535,"Donau 42, 2491 BA Den Haag",Donau,42,2491 BA,Den Haag,NL,+31703400300,info@agam.nl,https://nl.smart.com/nl/dealer-locator/d2f8b28c609d4ef6b2c460a0c498195b,"Services: 1, 3, 4",3
ab45d7234cd54104975d5bec9a828e83,Smart,Van Mossel Autostrada,51.90918278394368,4.537652269025314,"Autolettestraat 4, 3063 NP Rotterdam",Autolettestraat,4,3063 NP,Rotterdam,NL,+31104522322,info.mercedes@vanmossel.nl,https://nl.smart.com/nl/dealer-locator/ab45d7234cd54104975d5bec9a828e83,"Services: 1, 3, 4",3
018fb0df4ebc40cb8935d28992d8d929,Smart,Van Mossel Charlois,51.86343128515358,4.472864791771037,"Driemanssteeweg 690, 3084 CB Rotterdam",Driemanssteeweg,690,3084 CB,Rotterdam,NL,+312123300,info.mercedes@vanmossel.nl,https://nl.smart.com/nl/dealer-locator/018fb0df4ebc40cb8935d28992d8d929,"Services: 1, 3, 4",3
19e49db017b0429c902b4fc82a82a6a8,Smart,Van Mossel Dordrecht,51.78648951,4.6482095,"Mijlweg 81, 3316 BE Dordrecht",Mijlweg,81,3316 BE,Dordrecht,NL,+31786177000,info.mercedes@vanmossel.nl,https://nl.smart.com/nl/dealer-locator/19e49db017b0429c902b4fc82a82a6a8,"Services: 1, 3, 4",3
5ed0682d653948d0b2bca516a126f06a,Smart,Louwman smart Den Bosch B.V.,51.70163209056258,5.295062672722294,"Zandzuigerstraat 13, 5222 AH 's-Hertogenbosch",Zandzuigerstraat,13,5222 AH,'s-Hertogenbosch,NL,+31736404400,mb.denbosch@louwman.nl,https://nl.smart.com/nl/dealer-locator/5ed0682d653948d0b2bca516a126f06a,"Services: 1, 3, 4",3
1cd3542172504b3d90d159ef518b41db,Smart,Wensink Nijmegen B.V.,51.84160209,5.80418216,"Hogelandseweg 98, 6545 AB Nijmegen",Hogelandseweg,98,6545 AB,Nijmegen,NL,+31243727374,info@wensink.nl,https://nl.smart.com/nl/dealer-locator/1cd3542172504b3d90d159ef518b41db,"Services: 1, 3, 4",3
14867670ae064989be66201b19e2451e,Smart,Wensink Zwolle B.V.,52.53607042074311,6.1642505224848065,"Lippestraat 2, 8028 PS Zwolle",Lippestraat,2,8028 PS,Zwolle,NL,+31384555000,info@wensink.nl,https://nl.smart.com/nl/dealer-locator/14867670ae064989be66201b19e2451e,"Services: 1, 3, 4",3
2f1d66afccce403fa1452df9f441aad9,Smart,Louwman smart Breda B.V.,51.58349613756278,4.7441080996992815,"Ettensebaan 34, 4814 NN Breda",Ettensebaan,34,4814 NN,Breda,NL,+31765642400,mb.bredapw@louwman.nl,https://nl.smart.com/nl/dealer-locator/2f1d66afccce403fa1452df9f441aad9,"Services: 1, 3, 4",3
2c3657f773064f3e9bb6a4bb2dea99cc,Smart,Gomes Eindhoven B.V.,51.43175,5.50409,"Hugo van der Goeslaan 49, 5643 TX Eindhoven",Hugo van der Goeslaan,49,5643 TX,Eindhoven,NL,+31402494949,info@gomes.nl,https://nl.smart.com/nl/dealer-locator/2c3657f773064f3e9bb6a4bb2dea99cc,"Services: 1, 3, 4",3
3c633c44e4e54cff8df98e169dba44c4,Smart,Baan Twente B.V.,52.24200585358716,6.761494207796266,"Goudstraat 20, 7554 NG Hengelo",Goudstraat,20,7554 NG,Hengelo,NL,+31742900900,baan@baantwente.nl,https://nl.smart.com/nl/dealer-locator/3c633c44e4e54cff8df98e169dba44c4,"Services: 1, 3, 4",3
abb328439d294d3387fa558f32d7c693,Smart,Wensink Groningen B.V.,53.209808622626966,6.5965633699999,"Bornholmstraat 42, 9723 AX Groningen",Bornholmstraat,42,9723 AX,Groningen,NL,+31883839000,info@wensink.nl,https://nl.smart.com/nl/dealer-locator/abb328439d294d3387fa558f32d7c693,"Services: 1, 3, 4",3
54862db8820e499f92b1d73cad2c5209,Smart,Smeets Autogroep B.V.,50.902612167357816,5.9362635122596155,"Handelsstraat 2, 6433 KB Hoensbroek",Handelsstraat,2,6433 KB,Hoensbroek,NL,+31455609900,klanten@smeets.ag,https://nl.smart.com/nl/dealer-locator/54862db8820e499f92b1d73cad2c5209,"Services: 1, 3, 4",3
